Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Naganuma K., Arikawa T., Iwamoto M., Udatsu T., Nagatomo Y.",,Extraction of information for criminal investigation in small amount of soil samples (III): Investigation of the effectiveness of some specific particles in identifying the surface geology of Miyazaki Prefecture,2006,Japanese Journal of Science and Technology for Identification ,11 SUPPLEMENT,,,86,,,,,,,,,,,Article,,,,,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Naganuma K., Arikawa T., Iwamoto M., Udatsu T., Nagatomo Y.",,Studies on extraction of information for criminal investigation in very small amount of soil samples: Significant of information from ferromagnetic minerals,2005,Japanese Journal of Science and Technology for Identification ,10 SUPPLEMENT,,,105,,,,,,,,,,,Article,,,,,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Arikawa T., Naganuma K., Iwamoto M., Udatsu T., Nagatomo Y. ",,Studies on extraction of information for criminal investigation in very small amount of soil samples: Construction of the database for estimation of area in Miyazaki Pref.,2005,Japanese Journal of Science and Technology for Identification ,10 SUPPLEMENT,,,126,,,,,,,,,,,Article,,,,,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Sugita R., Suzuki S.",,Examination of biotite in granitic saprolite for forensic discrimination of soil,2006,Japanese Journal of Science and Technology for Identification ,11 SUPPLEMENT,,,88,,,,,,,,,,,Article,,,,,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Ruffell A., Wiltshire P.E.J.",35493357800;15046174200;,Conjunctive use of quantitative and qualitative X-ray diffraction analysis of soils and rocks for forensic analysis,2004,Forensic Science International,145,1,,13,23,,45,10.1016/j.forsciint.2004.03.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-4444277352&doi=10.1016%2fj.forsciint.2004.03.017&partnerID=40&md5=7df65d5056768806db77557fb0d7f2c2,"School of Geography, Queen's University, BT7 1NN, N. Ireland, Belfast, United Kingdom; Institute of Archaeology, University College, London, Gower Street, WC1E 6BT, London, United Kingdom","Ruffell, A., School of Geography, Queen's University, BT7 1NN, N. Ireland, Belfast, United Kingdom; Wiltshire, P., Institute of Archaeology, University College, London, Gower Street, WC1E 6BT, London, United Kingdom",Scene of crime; Soil; Tyre marks; X-ray diffraction,analytic method; article; crime; device; forensic identification; geography; intermethod comparison; mineralogy; priority journal; qualitative analysis; quantitative analysis; reliability; reproducibility; sampling; soil analysis; stone analysis; X ray diffraction; Automobiles; Forensic Medicine; Minerals; Soil; X-Ray Diffraction,"Ruffell, A.; School of Geography, Queen's University, BT7 1NN, N. Ireland, Belfast, United Kingdom; email: a.ruffell@qub.ac.uk",Article,Final,,Scopus,2-s2.0-4444277352,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Friolo K.H., Ray A.S., Stuart B.H., Thomas P.S.",8525160400;7401641458;7102231958;57191194634;,Thermal analysis of heritage stones,2005,Journal of Thermal Analysis and Calorimetry,80,3,,559,563,,14,10.1007/s10973-005-0694-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-21244447547&doi=10.1007%2fs10973-005-0694-6&partnerID=40&md5=1c79899746431ef416ad726a7e0b2e81,"Department of Chemistry, Materials and Forensic Science, University of Technology, Sydney, P.O. Box 123, Broadway, NSW 2007, Australia","Friolo, K.H., Department of Chemistry, Materials and Forensic Science, University of Technology, Sydney, P.O. Box 123, Broadway, NSW 2007, Australia; Ray, A.S., Department of Chemistry, Materials and Forensic Science, University of Technology, Sydney, P.O. Box 123, Broadway, NSW 2007, Australia; Stuart, B.H., Department of Chemistry, Materials and Forensic Science, University of Technology, Sydney, P.O. Box 123, Broadway, NSW 2007, Australia; Thomas, P.S., Department of Chemistry, Materials and Forensic Science, University of Technology, Sydney, P.O. Box 123, Broadway, NSW 2007, Australia",DSC; Kaolinite; Marble; Sandstone; TG; Weathering,Bronze; Buildings; Differential scanning calorimetry; Environmental impact; Marble; Oxidation; Sandstone; Weathering; Carrara marbles; Heritage buildings; Kaolinite; TG; Thermoanalysis,"Ray, A.S.; Department of Chemistry, Materials and Forensic Science, University of Technology, Sydney, P.O. Box 123, Broadway, NSW 2007, Australia; email: A.Ray@uts.edu.au",Article,Final,,Scopus,2-s2.0-21244447547,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
Kurata S,,Nondestructive Identification of Synthetic Quartz Crystal Seals Using Spectroscopy,2006,Japanese Journal of Science and Technology for Identification ,11,2,,205,211,,,,,,, Synthetic quartz crystal; Raman spectroscopy; Infrared spectroscopy; Seal; Hydroxyl stretching vibration,,,Article,,,,,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Dawson L.A., Towers W., Mayes R.W., Craig J., Vaisanen R.K., Waterhouse E.C.",7102968886;6602406887;7005824075;56643892200;8884453800;52164728700;,The use of plant hydrocarbon signatures in characterizing soil organic matters,2004,Geological Society Special Publication,232,,,269,276,,17,10.1144/GSL.SP.2004.232.01.24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7044235093&doi=10.1144%2fGSL.SP.2004.232.01.24&partnerID=40&md5=2a4d41adebdd0e41d8ce39abe8033db3,"The Macaulay Institute, Craigiebuckler, Aberdeen AB15 8QH, United Kingdom","Dawson, L.A., The Macaulay Institute, Craigiebuckler, Aberdeen AB15 8QH, United Kingdom; Towers, W., The Macaulay Institute, Craigiebuckler, Aberdeen AB15 8QH, United Kingdom; Mayes, R.W., The Macaulay Institute, Craigiebuckler, Aberdeen AB15 8QH, United Kingdom; Craig, J., The Macaulay Institute, Craigiebuckler, Aberdeen AB15 8QH, United Kingdom; Vaisanen, R.K., The Macaulay Institute, Craigiebuckler, Aberdeen AB15 8QH, United Kingdom; Waterhouse, E.C., The Macaulay Institute, Craigiebuckler, Aberdeen AB15 8QH, United Kingdom",,biomarker; forensic science; plant; soil analysis; soil organic matter; Calluna,"Dawson, L.A.; The Macaulay Institute, Craigiebuckler, Aberdeen AB15 8QH, United Kingdom; email: l.dawson@macaulay.ac.uk",Article,Final,,Scopus,2-s2.0-7044235093,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Fiedler S., Schneckenberger K., Graw M.",7006412750;6507028960;55072628000;,Characterization of soils containing adipocere,2004,Archives of Environmental Contamination and Toxicology,47,4,,561,568,,30,10.1007/s00244-004-3237-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-8644229180&doi=10.1007%2fs00244-004-3237-4&partnerID=40&md5=1d3ae58ccdf859d171cc73322cecc4c5,"Inst. of Soil Sci. and Land Eval., University of Hohenheim, Email-Wolff-Str. 27, D-70593 Stuttgart, Germany; Institute of Forensic Medicine, Ludwig-Maximilians-University, Frauenlobstr. 7a, 85737 Munchen, Germany","Fiedler, S., Inst. of Soil Sci. and Land Eval., University of Hohenheim, Email-Wolff-Str. 27, D-70593 Stuttgart, Germany; Schneckenberger, K., Inst. of Soil Sci. and Land Eval., University of Hohenheim, Email-Wolff-Str. 27, D-70593 Stuttgart, Germany; Graw, M., Institute of Forensic Medicine, Ludwig-Maximilians-University, Frauenlobstr. 7a, 85737 Munchen, Germany",,"fatty acid derivative; unclassified drug; cemetery; soil; adipocere; article; cadaver; decomposition; human; human tissue; priority journal; sampling; soil; soil analysis; water table; bacterium; biomass; environmental monitoring; forensic science; growth, development and aging; microbiology; physical chemistry; posthumous care; soil; Bacteria; Biomass; Burial; Chemistry, Physical; Environmental Monitoring; Forensic Sciences; Postmortem Changes; Soil; Soil Microbiology","Fiedler, S.; Inst. of Soil Sci. and Land Eval., University of Hohenheim, Email-Wolff-Str. 27, D-70593 Stuttgart, Germany; email: fiedler@uni-hohenheim.de",Article,Final,,Scopus,2-s2.0-8644229180,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Pye K., Blott S.J., Croft D.J., Carter J.F.",7005357074;13604792300;7101684579;7403988730;,"Forensic comparison of soil samples: Assessment of small-scale spatial variability in elemental composition, carbon and nitrogen isotope ratios, colour, and particle size distribution",2006,Forensic Science International,163,01-Feb,,59,80,,37,10.1016/j.forsciint.2005.11.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749183649&doi=10.1016%2fj.forsciint.2005.11.008&partnerID=40&md5=ffcd81dacc9b769d2b9c97d125726d42,"Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom; Croft Scientific and Technical, Blaen-y-Waun, Llanafan, Ceredigion, United Kingdom; Mass Spec Analytical Ltd., Bldg. O8P, Golf Course Lane, Filton, Bristol, BS99 7AR, United Kingdom","Pye, K., Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom; Blott, S.J., Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom; Croft, D.J., Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom, Croft Scientific and Technical, Blaen-y-Waun, Llanafan, Ceredigion, United Kingdom; Carter, J.F., Mass Spec Analytical Ltd., Bldg. O8P, Golf Course Lane, Filton, Bristol, BS99 7AR, United Kingdom",Agglomerative hierarchical cluster analysis; Colour; ICP-AES; ICP-MS; ICP-OES; IRMS; Laser granulometry; Major elements; Particle size distribution; Principal components analysis; Sampling; Soils; Spatial variation; Stable isotopes; Trace elements,carbon; nitrogen; article; atomic emission spectrometry; chemical composition; forensic identification; isotope analysis; mass spectrometry; particle size; principal component analysis; priority journal; soil analysis; soil quality; soil structure; soil texture; spatial soil variability,"Pye, K.; Kenneth Pye Associates Ltd., Crowthorne Enterprise Centre, Old Wokingham Road, Crowthorne, Berkshire RG45 6AW, United Kingdom; email: k.pye@kpal.co.uk",Article,Final,,Scopus,2-s2.0-33749183649,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Rawlins B.G., Kemp S.J., Hodgkinson E.H., Riding J.B., Vane C.H., Poulton C., Freeborough K.",7003866180;25221837500;6506012324;7004335768;7004688859;24478974900;8377513300;,Potential and pitfalls in establishing the provenance of earth-related samples in forensic investigations,2006,Journal of Forensic Sciences,51,4,,832,845,,29,10.1111/j.1556-4029.2006.00152.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745747948&doi=10.1111%2fj.1556-4029.2006.00152.x&partnerID=40&md5=0dcf189cbfe734b7989f5680568ebfcd,"British Geological Survey, Keyworth, Nottingham NG12 5GG, United Kingdom","Rawlins, B.G., British Geological Survey, Keyworth, Nottingham NG12 5GG, United Kingdom; Kemp, S.J., British Geological Survey, Keyworth, Nottingham NG12 5GG, United Kingdom; Hodgkinson, E.H., British Geological Survey, Keyworth, Nottingham NG12 5GG, United Kingdom; Riding, J.B., British Geological Survey, Keyworth, Nottingham NG12 5GG, United Kingdom; Vane, C.H., British Geological Survey, Keyworth, Nottingham NG12 5GG, United Kingdom; Poulton, C., British Geological Survey, Keyworth, Nottingham NG12 5GG, United Kingdom; Freeborough, K., British Geological Survey, Keyworth, Nottingham NG12 5GG, United Kingdom",Forensic science; Lignin; Mineralogy; Palynology; Parent material; Particulates; Soil; TMAH,"coal; lignin; organic matter; Carboniferous; environment; forensic science; mineralogy; palynology; particulate matter; plant; pollen; priority journal; review; rock; sample size; scanning electron microscopy; soil analysis; X ray diffraction; Animals; Forensic Medicine; Fossils; Geology; Humans; Microscopy, Electron, Scanning; Pollen; Soil; Spores; X-Ray Diffraction","Rawlins, B.G.; British Geological Survey, Keyworth, Nottingham NG12 5GG, United Kingdom; email: bgr@bgs.ac.uk",Review,Final,,Scopus,2-s2.0-33745747948,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
Isphording W.C.,6602101369;,The right way and the wrong way of presenting statistical and geological evidence in a court of law (a little knowledge is a dangerous thing!),2004,Geological Society Special Publication,232,,,281,288,,4,10.1144/GSL.SP.2004.232.01.26,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7044253480&doi=10.1144%2fGSL.SP.2004.232.01.26&partnerID=40&md5=69f3b677f89401fb7ee4b2abb5e3a53a,"Department of Earth Sciences, University of South Alabama, Mobile, AL 36688, United States","Isphording, W.C., Department of Earth Sciences, University of South Alabama, Mobile, AL 36688, United States",,crime; detection method; forensic science; sampling; soil analysis,"Isphording, W.C.; Department of Earth Sciences, University of South Alabama, Mobile, AL 36688, United States; email: wisphord@jaguar1.usouthal.edu",Article,Final,,Scopus,2-s2.0-7044253480,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Morgan R.M., Bull P.A.",57194780985;7101661287;,Data interpretation in forensic sediment and soil geochemistry,2006,Environmental Forensics,7,4,,325,334,,19,10.1080/15275920600996248,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845472905&doi=10.1080%2f15275920600996248&partnerID=40&md5=6a30a24644738368a54b5a26c5e900cf,"Oxford University Centre for the Environment, University of Oxford, Oxford, United Kingdom; Oxford University Centre for the Environment, University of Oxford, South Parks Road, Oxford, OX1 3QY, United Kingdom","Morgan, R.M., Oxford University Centre for the Environment, University of Oxford, Oxford, United Kingdom, Oxford University Centre for the Environment, University of Oxford, South Parks Road, Oxford, OX1 3QY, United Kingdom; Bull, P.A., Oxford University Centre for the Environment, University of Oxford, Oxford, United Kingdom",AAS/Dionex; Canonical discriminant function analysis; Forensic science; Geochemical sediment analysis; ICP-MS,,"Morgan, R.M.; Oxford University Centre for the Environment, University of Oxford, South Parks Road, Oxford, OX1 3QY, United Kingdom; email: ruth.morgan@hertford.ox.ac.uk",Article,Final,,Scopus,2-s2.0-33845472905,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Small I.F., Rowan J.S., Franks S.W., Wyatt A., Duck R.W.",7005746596;7006935421;7102615791;9844841700;7003982724;,Bayesian sediment fingerprinting provides a robust tool for environmental forensic geoscience applications,2004,Geological Society Special Publication,232,,,207,213,,21,10.1144/GSL.SP.2004.232.01.19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7044235700&doi=10.1144%2fGSL.SP.2004.232.01.19&partnerID=40&md5=eabd27c1846d5c6c966587e1b1982746,"Environmental Systems Research Group, Department of Geography, University of Dundee, Dundee DD1 4HN, United Kingdom; School of Engineering, University of Newcastle, Newcastle Callaghan, NSW 2308, Australia","Small, I.F., Environmental Systems Research Group, Department of Geography, University of Dundee, Dundee DD1 4HN, United Kingdom; Rowan, J.S., Environmental Systems Research Group, Department of Geography, University of Dundee, Dundee DD1 4HN, United Kingdom; Franks, S.W., School of Engineering, University of Newcastle, Newcastle Callaghan, NSW 2308, Australia; Wyatt, A., School of Engineering, University of Newcastle, Newcastle Callaghan, NSW 2308, Australia; Duck, R.W., Environmental Systems Research Group, Department of Geography, University of Dundee, Dundee DD1 4HN, United Kingdom",,crime; detection method; forensic science; provenance; sediment analysis,"Small, I.F.; Environmental Systems Research Group, Department of Geography, University of Dundee, Dundee DD1 4HN, United Kingdom; email: i.f.small@dundee.ac.uk",Article,Final,,Scopus,2-s2.0-7044235700,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
"Nocerino J.M., Schumacher B.A., Dary C.C.",6602938568;35491557600;6603060396;,Role of laboratory sampling devices and laboratory subsampling methods in representative sampling strategies,2005,Environmental Forensics,6,1,,35,44,,13,10.1080/15275920590913903,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744477177&doi=10.1080%2f15275920590913903&partnerID=40&md5=a1265b0deb721646d536fa59d61698af,"National Exposure Research Laboratory, United States Environmental Protection Agency, Las Vegas, NV, United States; National Exposure Research Laboratory, United States Environmental Protection Agency, P.O. Box 93478, Las Vegas, NV 89193-3478, United States","Nocerino, J.M., National Exposure Research Laboratory, United States Environmental Protection Agency, Las Vegas, NV, United States, National Exposure Research Laboratory, United States Environmental Protection Agency, P.O. Box 93478, Las Vegas, NV 89193-3478, United States; Schumacher, B.A., National Exposure Research Laboratory, United States Environmental Protection Agency, Las Vegas, NV, United States; Dary, C.C., National Exposure Research Laboratory, United States Environmental Protection Agency, Las Vegas, NV, United States",Correct sampling; Gy; Heterogeneity; Laboratory subsampling; Representative; Sample; Sampling error,,"Nocerino, J.M.; National Exposure Research Laboratory, United States Environmental Protection Agency, P.O. Box 93478, Las Vegas, NV 89193-3478, United States; email: nocerino.john@epa.gov",Article,Final,,Scopus,2-s2.0-27744477177,,IFSMS 2007,Forensic Geoscience,Forensic Geoscience
