"Keyword"	"Explosives"
"NANO-TATB"	2
"NANO ADDITIVES"	1
"NANO ALUMINUM POWDERS"	1
"NANO HMX"	1
"NANO NICKEL POWDERS"	1
"NANO NITROAMINES"	1
"NANO STRUCTURED GAS SENSORS"	1
"NANOBIOTECHNOLOGY"	1
"NANOCALORIMETER"	1
"NANOCATALYST"	1
"NANOCATALYST EFFECT"	1
"NANOCOMPOSITE"	4
"NANOCOMPOSITE MICROPARTICLES"	1
"NANOCOMPOSITES"	1
"NANOCONJUGATES"	1
"NANOCRYSTAL METAL-ORGANIC FRAMEWORK"	1
"NANOCRYSTALLINE"	1
"NANOCRYSTALLIZATION"	1
"NANOCRYSTALS"	4
"NANODIAMOND"	2
"NANOENERGETIC"	2
"NANOENERGETICS"	1
"NANOEXPLOSIVE"	1
"NANOEXPLOSIVES"	1
"NANOFIBER"	2
"NANOFIBERS"	3
"NANOFIBRES"	1
"NANOFIBROUS MEMBRANES"	1
"NANOFILTRATION"	1
"NANOGRAPHENE"	1
"NANOHYBRID"	2
"NANOHYBRID MODIFIED PRINTED ELECTRODE"	1
"NANOINDENTATION MECHANICAL CHARACTERIZATION"	1
"NANOMATERIAL"	2
"NANOMATERIALS"	1
"NANOMATERIALS-BASED BIOSENSORS FOR DETECTING PESTICIDES"	1
"NANOMETAL"	1
"NANOPARTICLES"	18
"NANOPOROUS COATING"	1
"NANOPOROUS POLYMERS"	1
"NANOPOWDERS"	2
"NANOSCALE IRON PARTICLES"	1
"NANOSCALE ZERO-VALENT IRON"	1
"NANOSCALE ZERO-VALENT IRON POWDER"	1
"NANOSCALE ZEROVALENT IRON (NZVI)"	1
"NANOSCIENCE"	1
"NANOSECOND"	1
"NANOSENSOR"	3
"NANOSENSORS"	3
"NANOSHEET"	2
"NANOSIZED"	1
"NANOSIZED PHOTOCATALYSTS"	1
"NANOSPHERES"	2
"NANOSPRAY"	1
"NANOSPRING"	1
"NANOSPRINGS"	2
"NANOSTRUCTURATION"	2
"NANOSTRUCTURE"	2
"NANOSTRUCTURED"	1
"NANOSTRUCTURED METAL OXIDES"	1
"NANOSTRUCTURED SILICA"	1
"NANOSTRUCTURED SURFACE"	1
"NANOSTRUCTURES"	5
"NANOTECHNOLOGY"	5
"NANOTHERMITES"	3
"NANOTUBES"	2
"NANOWIRES"	1
"NANOWIRES AND NANOCRYSTALS"	1
"NAPHTHALENE"	1
"NARCOTICS"	6
"NARCOTICS DETECTION"	1
"NATIONAL SECURITY"	5
"NATIVE FLUORESCENCE"	1
"NATURAL ATTENUATION"	1
"NATURAL BOND ORBITAL ANALYSIS"	1
"NATURAL CLAY"	1
"NATURAL FRAGMENT"	1
"NATURAL SAMPLING"	1
"NATURAL SOILS"	1
"NAVIGATION"	1
"NBO"	1
"NBS"	1
"NC-TNENC"	1
"ND:YAG LASER"	1
"NDT"	1
"NEAR-INFRARED LASER RADIATION"	1
"NEAR FIELD"	1
"NEAR FIELD CHARACTERIZATION"	1
"NEAR INFRARED"	4
"NEAR INFRARED SPECTROSCOPY"	1
"NEAREST NEIGHBORHOOD ALGORITHM"	1
"NEBULEX"	1
"NEGATIVE AND POSITIVE CHEMICAL IONIZATION"	1
"NEGATIVE ION"	1
"NEGATIVE ION-MODE MATRIX"	1
"NEGATIVE ION MODE"	2
"NEGATIVE ION SOURCE"	1
"NEGATIVE IONS"	2
"NEGATIVE MODE ION MOBILITY SPECTROMETRY"	1
"NEMS"	1
"NEPE PROPELLANTS"	1
"NESSLER'S TEST"	1
"NEURAL NETWORK"	3
"NEURAL NETWORKS, FUZZY LOGIC"	1
"NEURO-GLIA DAMAGE"	1
"NEURODEGENERATION"	1
"NEURONS"	1
"NEUROSCIENCE"	1
"NEUTRAL RED RETENTION TIME"	1
"NEUTRON-ACTIVATED PROMPT GAMMA-RAY"	1
"NEUTRON-CAPTURE GAMMA"	1
"NEUTRON ACTIVATION"	2
"NEUTRON ACTIVATION ANALYSIS"	5
"NEUTRON APPLICATIONS"	1
"NEUTRON BACK-SCATTERING TECHNIQUE"	1
"NEUTRON BACKSCATTER"	1
"NEUTRON BACKSCATTERING"	3
"NEUTRON BACKSCATTERING METHOD"	1
"NEUTRON CAPTURE"	2
"NEUTRON DETECTION"	2
"NEUTRON DETECTOR"	1
"NEUTRON DETECTORS"	1
"NEUTRON DETECTORS (COLD, THERMAL, FAST NEUTRONS)"	4
"NEUTRON ELASTIC SCATTER"	1
"NEUTRON FISSION"	1
"NEUTRON FLUX DETERMINATION"	1
"NEUTRON GENERATOR"	8
"NEUTRON IMAGING"	1
"NEUTRON INELASTIC INTERACTION"	1
"NEUTRON INTERROGATION"	5
"NEUTRON MODERATION"	2
"NEUTRON MODERATION AND PHOTON ATTENUATION IN CARGO CONTAINERS"	1
"NEUTRON RADIOGRAPHY"	3
"NEUTRON SCATTER"	3
"NEUTRON SCATTERING"	1
"NEUTRON SOURCE"	1
"NEUTRON SOURCES"	3
"NEUTRON SPECTROMETER"	2
"NEUTRON SPECTROMETRY"	1
"NEUTRON SPECTROSCOPY"	1
"NEUTRONS"	6
"NG"	2
"NH3-SCR"	1
"NH4NO3"	1
"NICKEL CARBIDE"	1
"NICKEL FIBER"	1
"NICKEL OXIDE"	1
"NICS"	1
"NIGHT VISION GOGGLE"	1
"NIR HYPERSPECTRAL IMAGING"	1
"NIR ILLUMINANTS"	1
"NIR LASER"	1
"NIR/IR-SPECTROSCOPY"	1
"NITRAMINE"	7
"NITRAMINE COMPOUND"	1
"NITRAMINE EXPLOSIVE"	1
"NITRAMINE EXPLOSIVES"	1
"NITRAMINE GROUP"	1
"NITRAMINES"	17
"NITRATE"	11
"NITRATE ESTER"	5
"NITRATE ESTER EXPLOSIVES"	1
"NITRATE ESTERS"	11
"NITRATE EXPLOSIVE"	1
"NITRATED COMPOUNDS"	1
"NITRATED EXPLOSIVES"	1
"NITRATION"	6
"NITRATOETHYLNITRAMINE"	1
"NITRIC ACID"	1
"NITRIC ACID OXIDIZATION"	1
"NITRIC ESTERS"	1
"NITRIC OXIDE DETECTION"	1
"NITRILE"	1
"NITRIMINE"	1
"NITRITE"	1
"NITRITE-OXIDIZING"	1
"NITRITE ION"	1
"NITRITES"	1
"NITRO- HYDROXYL-TERMINATED POLYBUTADIENE (NITRO-HTPB)"	1
"NITRO-AROMATIC COMPOUND"	1
"NITRO-AROMATICS"	1
"NITRO-BASED EXPLOSIVES"	2
"NITRO-CONTAINING EXPLOSIVES"	2
"NITRO-EXPLOSIVE"	2
"NITRO-EXPLOSIVE DETECTION"	1
"NITRO-EXPLOSIVE VAPORS DETECTION"	1
"NITRO-EXPLOSIVES"	3
"NITRO-GROUP"	1
"NITRO-ORGANIC AND PEROXIDE EXPLOSIVES"	1
"NITRO-ORGANIC EXPLOSIVES"	1
"NITRO-TRIAZIRIDINE"	1
"NITRO ALKYL"	1
"NITRO CHARGE"	1
"NITRO COMPOUNDS"	9
"NITRO DERIVATIVE OF PHENOLS"	1
"NITRO EXPLOSIVE"	1
"NITRO EXPLOSIVES"	8
"NITRO EXPLOSIVES SENSING"	1
"NITRO OLEFINE"	1
"NITRO PARAFFINS"	1
"NITROALIPHATIC"	1
"NITROAMINES"	1
"NITROARENE DETECTION"	1
"NITROAROMATIC"	8
"NITROAROMATIC COMPOUND"	64
"NITROAROMATIC EXPLOSIVE"	32
"NITROAROMATIC EXPLOSIVES DETECTION"	3
"NITROAROMATIC MOLECULES"	1
"NITROAROMATICS DETECTION"	2
"NITROAZOLES"	1
"NITROBENZENE"	9
"NITROBENZENE COMPOUNDS"	2
"NITROBENZENE DEGRADATION"	1
"NITROBENZENE REDUCTION"	1
"NITROCELLULOSE"	10
"NITROCOMPOUNDS"	3
"NITROESTER ENERGETIC MATERIALS"	1
"NITROESTERS"	1
"NITROETHANE"	1
"NITROEXPLOSIVES"	4
"NITROGEN"	1
"NITROGEN-14"	1
"NITROGEN-DOPED GRAPHEME"	1
"NITROGEN-RICH"	2
"NITROGEN-RICH HETEROCYCLES"	1
"NITROGEN-RICH SALT"	1
"NITROGEN CONTENT"	2
"NITROGEN DIOXIDE"	1
"NITROGEN DOPED GRAPHENE"	1
"NITROGEN HETEROCYCLES"	3
"NITROGEN ISOTOPE"	1
"NITROGEN ISOTOPE RATIO"	1
"NITROGEN ISOTOPES"	2
"NITROGEN OCIDES DETECTION"	1
"NITROGEN OXIDE SENSOR"	1
"NITROGEN OXIDES"	1
"NITROGEN OXIDES DETECTION"	1
"NITROGEN TRICHLORIDE"	1
"NITROGLYCERIN"	16
"NITROGLYCERIN (NG)"	1
"NITROGLYCERINE"	4
"NITROGUANIDINE"	3
"NITROGUANIDINE (NQ)"	1
"NITROLYSIS"	1
"NITROMETHANE"	4
"NITROMETHANE REDUCTION"	1
"NITROPHENOL ISOMERS"	1
"NITROPHENOLS"	2
"NITROPROPANE"	1
"NITROPYRAZOLE"	1
"NITROREDUCTASE"	1
"NITROREDUCTION"	1
"NITROSODIPHENYLAMINE"	1
"NITROSOLYSIS"	1
"NITROTETRAZOLATE ANION"	1
"NITROTOLUENE"	3
"NITROTOLUENE DERIVATIVES"	1
"NITROTOLUENES"	5
"NITROTRIAZOLONE"	1
"NITROUS OXIDE DETECTION"	1
"NITROXYCUBANES"	1
"NMR AND DFT-D3 CORRELATION"	1
"NMR APPLICATION"	1
"NMR DETECTION"	1
"NMR SPECTRA"	1
"NMR SPECTROSCOPY"	3
"NO 2 GROUP MODES"	1
"NO X DETECTION"	1
"NO3-"	1
"NOBLE-LIQUID DETECTORS (SCINTILLATION, IONIZATION TWO-PHASE)"	1
"NOBLE LIQUID DETECTORS (SCINTILLATION, IONIZATION, DOUBLE-PHASE)"	1
"NOBLE LIQUID DETECTORS (SCINTILLATION, IONIZATION, DOUBLEPHASE)"	1
"NOISY THZ PULSE"	2
"NON-DESTRUCTIVE ANALYSIS"	1
"NON-DETONATIVE MATERIAL"	1
"NON-IDEAL"	1
"NON-IDEAL EXPLOSIVE"	2
"NON-IDEAL EXPLOSIVES"	1
"NON-IMAGING"	1
"NON-ISOTHERMAL"	5
"NON-ISOTHERMAL DECOMPOSITION REACTION"	1
"NON-ISOTHERMAL KINETICS"	3
"NON-ISOTHERMAL OXIDATION"	1
"NON-LOCAL BLYP METHOD"	1
"NON-NEGATIVE MATRIX FACTORIZATION"	2
"NON-NEWTONIAN FLUIDS"	1
"NON-POLYMERIC MATERIALS AND COMPOSITES"	1
"NON-SCANNING MODE"	1
"NON-SHOCK DEFORMATION"	1
"NON-SPECIFIC ADSORPTION"	2
"NON-SUPPRESSED ION CHROMATOGRAPHY"	1
"NON-TARGETED MASS SPECTROMETRY"	1
"NON-VOLATILE COMPOUND"	1
"NON DESTRUCTIVE TESTING"	1
"NON ISOTHERMAL KINETIC"	1
"NONCONTACT"	1
"NONCONTACT DETECTION"	1
"NONCONTACT METHODS"	1
"NONCOVALENT INTERACTIONS"	1
"NONDESTRUCTIVE DETECTING"	1
"NONDESTRUCTIVE EVALUATION"	1
"NONDESTRUCTIVE TESTING"	2
"NONINVASIVE DETECTION"	2
"NONISOTHERMAL KINETIC"	1
"NONISOTHERMAL KINETICS"	1
"NONLINEAR CRYSTAL"	2
"NONLINEAR SPECTROSCOPY"	1
"NONRESONANT"	1
"NORMAL MODE"	2
"NORMAL MODE VIBRATION"	1
"NORTHERN BOBWHITE"	1
"NOVEL ACCELERATOR"	1
"NOVEL TRANSFORMATION METHOD"	1
"NOX"	2
"NQ"	2
"NQR"	5
"NQR PARAMETERS"	1
"NQR RELAXATION TIMES"	1
"NTO"	10
"NUCLEAR"	1
"NUCLEAR-REACTION-BASED SOURCE"	1
"NUCLEAR DETECTION"	1
"NUCLEAR FORENSICS"	1
"NUCLEAR INSTRUMENT FOR CONTRABAND DETECTION"	1
"NUCLEAR MAGNETIC RESONANCE (NMR)"	2
"NUCLEAR MATERIAL DETECTION"	1
"NUCLEAR MATERIALS DETECTION"	1
"NUCLEAR QUADRUPOLE RESONANCE"	8
"NUCLEAR QUADRUPOLE RESONANCE (NQR)"	3
"NUCLEAR QUADRUPOLE RESONANCE(NQR)"	1
"NUCLEAR RESONANCE"	1
"NUCLEAR RESONANCE FLUORESCENCE"	1
"NUCLEAR WARHEAD DISMANTLEMENT"	1
"NUCLEAR WASTE"	1
"NUCLEOPHILICITY"	1
"NUCLEUS-INDEPENDENT CHEMICAL SHIFT (NICS)"	1
"NUMERICAL COMPUTATION"	1
"NUMERICAL MODEL"	1
"NUMERICAL SIMULATION"	9
"NUTRIENTS"	1
"NZVI"	1
"OCTAHYDRO-1,3,5,7-TETRANITRO-1,3,5,7-TETRAZOCINE"	2
"OCULOMOTOR"	1
"ODOR"	2
"ODOR DELIVERY"	1
"ODOR MIXTURES"	1
"ODOR SIGNATURES"	1
"ODORANT"	1
"ODOUR"	1
"ODOUR CLASSIFICATION"	1
"OFET"	5
"OFF-RESONANCE"	1
"OFF HUGONIOT STATE"	1
"OFFSHORE STRUCTURES"	1
"OFW"	1
"OFW METHOD"	1
"OLFACTION"	2
"OLFACTORY"	2
"OLFACTORY ACUITY"	1
"OLFACTORY DISCRIMINATION"	1
"OLFACTORY MUCOSA"	1
"OLFACTORY RECEPTORS"	2
"OLFACTORY SENSORY NEURON"	1
"OLIGO (ETHYLENE GLYCOL)"	1
"OLIGO(ETHYLENE GLYCOL)"	1
"OLIGOPHENOTHIAZINE"	1
"OLIGOPYRENE"	1
"OLIGOTHIOPHENE"	2
"ON-LINE"	1
"ON-LINE DETECTION"	1
"ON-LINE MEASUREMENT"	1
"ON-LINE SAMPLING"	1
"ON-LINE WATER ANALYSIS"	1
"ON-SITE"	1
"ON-SITE ANALYSIS"	2
"ON-SITE MASS SPECTROMETRY"	1
"ON-SITE MEASUREMENT"	1
"ON-SITE TESTS"	1
"ONE- OR TWO-FIBER ARCHITECTURE AND AFP THIN FILM, POLYMER HIGH QUALITY"	1
"ONE-STEP PREPARATION"	1
"ONLINE SOLID PHASE EXTRACTION"	1
"ONSET TEMPERATURE"	1
"ONSITE ANALYSIS"	1
"OP- FTIR"	1
"OPEN-PATH SPECTROSCOPY"	1
"OPEN PATH- FTIR"	1
"OPTICAL-RELATED TECHNOLOGY"	1
"OPTICAL ABSORPTION"	1
"OPTICAL AND PHOTOVOLTAIC APPLICATIONS"	1
"OPTICAL CHEMICAL SENSORS"	1
"OPTICAL DEPTH"	1
"OPTICAL DETECTION"	2
"OPTICAL DETECTOR READOUT CONCEPTS"	1
"OPTICAL DETONATOR"	1
"OPTICAL EMISSION SPECTROMETRY"	1
"OPTICAL FIBER"	1
"OPTICAL FIBER SENSOR"	1
"OPTICAL FIBER SENSORS"	1
"OPTICAL FIBER SENSORS AND APPLICATIONS FOR EXPLOSIVE DETECTION"	1
"OPTICAL FIBER TAPER"	1
"OPTICAL GAS SENSOR"	1
"OPTICAL LEVER"	1
"OPTICAL MEASUREMENT"	1
"OPTICAL PARAMETRIC OSCILLATOR"	1
"OPTICAL PARAMETRIC OSCILLATORS"	2
"OPTICAL PROPERTIES"	4
"OPTICAL READ-OUT"	1
"OPTICAL SENSING"	2
"OPTICAL SENSOR"	3
"OPTICAL SENSOR ARRAY"	1
"OPTICAL SENSORS"	2
"OPTICAL SPECTROSCOPY"	1
"OPTICAL WAVEGUIDES"	1
"OPTICAL WEDGE SCANNER"	1
"OPTIMIZATION"	5
"OPTOELECTRONIC"	1
"OPTOELECTRONIC NOSE"	1
"OPTOELECTRONIC SENSOR"	1
"OPTOELECTRONIC SENSORS"	1
"ORBITRAP"	1
"ORBITRAP MS"	1
"ORDERED AU NANOPARTICLES"	1
"ORDERED GOLD NANOSTRUCTURE"	1
"ORDERED MESOPOROUS CARBON"	1
"ORDNANCE AND EXPLOSIVES"	1
"ORDNANCE DEVELOPMENT"	1
"ORDNANCE PLANT"	1
"ORGANIC"	4
"ORGANIC COMPOUNDS"	1
"ORGANIC EXPLOSIVE"	1
"ORGANIC EXPLOSIVES"	6
"ORGANIC FIELD EFFECT TRANSISTOR (OFET)"	1
"ORGANIC GUN SHOT RESIDUE (OGSR)"	1
"ORGANIC HIGH EXPLOSIVE"	1
"ORGANIC MATERIALS"	1
"ORGANIC MATTER CHEMISTRY"	1
"ORGANIC NANOCRYSTALS"	2
"ORGANIC PEROXIDE"	1
"ORGANIC PEROXIDES"	3
"ORGANIC POLLUTANTS"	1
"ORGANIC RESIDUES"	2
"ORGANIC SEMICONDUCTOR"	1
"ORGANIC SEMICONDUCTORS"	1
"ORGANIC SOLVENT"	1
"ORGANIC SOLVENTS"	1
"ORGANIC THIN FILM"	1
"ORGANICALLY MODIFIED SILICA"	1
"ORGANICS"	1
"ORGANOMETALLIC NANOPARTICLES"	1
"ORGANOPHOSPHATE INSECTICIDES"	1
"ORGANOTIN COMPOUNDS"	1
"ORIENTATION"	1
"ORMOSIL"	1
"OUTDOOR TESTS"	1
"OUTGASSING"	1
"OVERDRIVEN DETONATION"	1
"OVERHEAD SAFETY"	1
"OVERPRESSURE"	1
"OVERTONE"	1
"OVERTONE SPECTROSCOPY"	1
"OVINE"	1
"OXIDANTS"	1
"OXIDATION"	2
"OXIDATION PROCESSES"	1
"OXIDIZERS"	2
"OXYGEN"	1
"OXYGEN BALANCE"	3
"OXYGEN COEFFICIENT"	1
"OXYGEN ISOTOPE"	2
"OXYGEN VACANCIES"	1
"OZAWA"	1
"OZAWA METHOD"	1
"OZONE"	1
"P-DIMETHYLAMINOBENZALDEHYDE"	1
"P-DIMETHYLAMINOCINNAMALDEHYDE"	2
"P-FAIMS"	1
"P-NITROPHENOL"	1
"P-PHENYLENE ETHYNYLENE TRIMER"	1
"P-T ANALYSIS"	1
"PABA"	1
"PACKED-BED REACTOR"	1
"PAED"	2
"PAIR CORRELATION FUNCTION"	2
"PAIRED-ION ELECTROSPRAY IONIZATION MASS SPECTROMETRY (PIESI-MS)"	1
"PALLADIUM"	3
"PALLADIUM NANOPARTICLES"	1
"PAMAM"	1
"PAPER-BASED ANALYTICAL DEVICE"	1
"PAPER-BASED SENSOR"	1
"PAPER-BASED SENSORS"	1
"PAPER SENSOR"	1
"PAPER STRIP SENSOR"	1
"PARAMETER EXTRACTION"	3
"PARAMETRIC LASER"	2
"PARASITOID WASP"	1
"PARTIAL CROSS SECTION"	1
"PARTIAL LEAST SQUARE"	1
"PARTIAL LEAST SQUARE REGRESSION"	1
"PARTIAL LEAST SQUARES"	1
"PARTIAL LEAST SQUARES-DISCRIMINANT ANALYSIS"	1
"PARTIAL LEAST SQUARES DISCRIMINANT ANALYSIS"	1
"PARTIAL LEAST SQUARES PROJECTION TO LATENT STRUCTURES"	1
"PARTIALLY OBSERVABLE MARKOV DECISION PROCESS"	1
"PARTICIPATORY SENSING"	1
"PARTICLE"	1
"PARTICLE-BASED DETECTION"	1
"PARTICLE COLLECTION"	2
"PARTICLE CONCENTRATOR"	1
"PARTICLE DETECTION"	1
"PARTICLE EXTRACTION"	1
"PARTICLE FORMATION"	1
"PARTICLE IMAGE ANALYSIS"	2
"PARTICLE IMPACTOR"	1
"PARTICLE SAMPLING"	2
"PARTICLE SIZE"	9
"PARTICLE SIZE EFFECT"	2
"PARTICLE TRANSPORT"	1
"PARTICLES"	2
"PARTICULATE COMPOSITE"	1
"PARTICULATE COMPOSITES"	1
"PARYLENE-C"	1
"PAS"	1
"PASSIVE Q-SWITCHING"	1
"PASSIVE SAMPLING"	1
"PASSIVE SYSTEM"	1
"PASTURE/GRAZING"	1
"PATHOLOGY"	1
"PATHOPHYSIOLOGY"	1
"PATHWAY"	1
"PATTERN CLASSIFICATION"	1
"PATTERN RECOGNITION"	6
"PATTERNS"	1
"PATTERNS OF INJURY"	1
"PAX-21"	1
"PBX"	13
"PBX SAFETY"	1
"PBX9502"	1
"PBXN-9"	1
"PBXS"	6
"PBXS (POLYMER-BONDED EXPLOSIVES)"	3
"PC TETRYL"	1
"PCR-DGGE"	1
"PD"	1
"PD NANOFLOWERS"	1
"PDN"	1
"PE"	1
"PE-PCP BINDER"	1
"PEAK INTENSITY"	1
"PEARSON CORRELATION"	1
"PEDIATRIC BOMBING"	1
"PEDIATRIC TRAUMA"	1
"PEDOGENESIS"	1
"PEDOTRANSFER FUNCTIONS"	1
"PEDOTURBATION"	1
"PENETRATION"	1
"PENTAERYTHRITOL"	1
"PENTAERYTHRITOL TETRANITRATE (PETN)"	36
"PENTAFLUOROSULFANYL GROUP"	1
"PENTAGON (VA.)"	1
"PENTANITROMONOFORMYLHEXAAZAISOWURTZITANE (PNMFIW)"	1
"PENTHRITE"	1
"PENTIPTYCENE"	1
"PEPPERING INJURY"	1
"PEPTIDE"	4
"PERCHLORATE"	5
"PERCHLORATE AND CHLORATE IONS"	1
"PERCHLORATE REMOVAL"	1
"PERCHLORATES"	1
"PERCOLATION MODEL"	1
"PERCOLATION THRESHOLD"	1
"PERFLUOROOCTANOIC ACID COMPLEXATION REAGENT"	1
"PERFORMANCE"	4
"PERFORMANCE EVALUATION"	1
"PERFORMANCE IMPROVEMENT"	1
"PERIODIC MESOPOROUS ORGANOSILICAS"	1
"PERIPHERAL BLOOD MICRONUCLEUS ASSAY"	1
"PERMEATION"	1
"PERMITTED EXPLOSIVES"	1
"PERMITTIVITY"	1
"PERMUTATION TEST"	1
"PEROVSKITE"	2
"PEROVSKITE ELECTRODE"	1
"PEROXIDE"	10
"PEROXIDE-BASED EXPLOSIONS"	1
"PEROXIDE-BASED EXPLOSIVES"	3
"PEROXIDE BASED EXPLOSIVES"	1
"PEROXIDE EXPLOSIVES"	7
"PEROXIDE METABOLISM"	1
"PEROXY RADICAL CHEMICAL AMPLIFICATION (PERCA)"	1
"PERSON-BORNE EXPLOSIVES"	1
"PERSON BORNE"	1
"PERSONALISATION"	1
"PERSONALITY"	1
"PERSONNEL PORTAL"	1
"PERSULFATE"	1
"PERTURBATION"	1
"PERTURBATIONAL APPROACH"	1
"PESTICIDE"	1
"PESTICIDES"	4
"PET"	1
"PET-CT-CHEF-C=N ISOMERIZATION"	1
"PFNTS"	1
"PGC"	1
"PGNAA"	4
"PHANEROCHAETE CHRYSOSPORIUM"	1
"PHARMACEUTICALS"	1
"PHASE"	2
"PHASE CONTRAST IMAGING"	1
"PHASE MATCHING"	1
"PHASE MODIFICATION"	1
"PHASE TRANSITION"	2
"PHENOL RED"	1
"PHENOLIC ANALOGS"	1
"PHENOLS"	1
"PHENOTHIAZINE BONDED SILICA"	1
"PHENOTYPE"	1
"PHENOXIDE"	1
"PHENYLENE-ETHYNYLENE"	1
"PHENYLENE ETHYNYLENE"	1
"PHENYLENEDIAMMONIUM DINITRATE"	1
"PHENYLENEETYNYLENE"	1
"PHOSPHONATES"	1
"PHOSPHOR IMAGER"	1
"PHOSPHORESCENT MATERIAL"	1
"PHOTO-ASSISTED ELECTROCHEMICAL DETECTION"	1
"PHOTO-DERIVATIZATION"	1
"PHOTO-FENTON"	1
"PHOTO-FRAGMENTATION CROSS-SECTION"	1
"PHOTO-INDUCED ELECTRON TRANSFER"	2
"PHOTO-OXIDATIVE STABILITY"	1
"PHOTO-PLATING"	1
"PHOTO-THERMAL"	3
"PHOTO-TRANSFORMATION"	1
"PHOTO INDUCED ELECTRON TRANSFER AND ENERGY MECHANISM 3"	1
"PHOTO IONIZATION EFFICIENCY PLOT"	1
"PHOTOACOUSTIC"	7
"PHOTOACOUSTIC EFFECT"	1
"PHOTOACOUSTIC RESPONSE"	4
"PHOTOACOUSTIC SENSOR"	1
"PHOTOACOUSTIC SPECTROSCOPY"	7
"PHOTOACOUSTIC SPECTRUM"	1
"PHOTOACOUSTICS"	1
"PHOTOBLEACHING"	1
"PHOTOCATALYSIS"	7
"PHOTOCATALYTIC REACTION"	1
"PHOTOCHEMICAL REACTION SYSTEMS"	1
"PHOTOCHEMISTRY"	1
"PHOTODECOMPOSITION"	2
"PHOTODEGRADATION"	2
"PHOTODETECTOR"	1
"PHOTOEMISSION"	1
"PHOTOFENTON"	1
"PHOTOFRAGMENTATION"	2
"PHOTOIONIZATION"	1
"PHOTOLUMINESCENCE"	8
"PHOTOLUMINESCENCE QUENCHING"	1
"PHOTOLUMINESCENCE SENSING"	1
"PHOTOLUMINESCENT PROBE"	1
"PHOTOLUMINESCENT SENSOR"	1
"PHOTOLYSIS"	2
"PHOTON"	1
"PHOTON ATTENUATION"	1
"PHOTON COUNTING DETECTORS"	1
"PHOTON DETECTORS FOR UV, VISIBLE AND IR PHOTONS (GAS)"	1
"PHOTON DOPPLER VELOCIMETER"	1
"PHOTONEUTRON PRODUCTION"	1
"PHOTONEUTRON SPECTROSCOPY"	2
"PHOTONIC CRYSTAL"	4
"PHOTONIC CRYSTAL (PHC)"	1
"PHOTONIC CRYSTAL FIBER"	2
"PHOTONIC SENSOR"	1
"PHOTONIC SENSORS"	1
"PHOTONIC THZ SYSTEM"	1
"PHOTONICS"	1
"PHOTONS"	1
"PHOTONUCLEAR"	1
"PHOTOPHYSICAL PROPERTIES"	1
"PHOTOSYNTHESIS"	1
"PHOTOSYSTEM II"	1
"PHOTOTHERMAL"	1
"PHOTOTHERMAL INTERFEROMETRY"	1
"PHOTOVOLTAIC MATERIAL"	1
"PHTHALATES"	1
"PHTHALIC ACID"	1
"PHTHALOCYANINE THIN FILMS"	1
"PHYLOGENETIC ANALYSIS"	1
"PHYLOGENY"	1
"PHYSICAL-TRAUMATIC BRAIN INJURY"	1
"PHYSICAL AND THERMODYNAMIC PROPERTIES"	1
"PHYSICAL CHEMISTRY"	1
"PHYSICAL DAMAGE"	1
"PHYSICAL EXPLOSIONS"	1
"PHYSICAL SENSORS"	2
"PHYSICAL SIMULATION"	1
"PHYSIOLOGICALLY BASED PHARMACOKINETIC (PBPK) MODELING"	1
"PHYTODEGRADATION"	1
"PHYTOREMEDIATION"	10
"PHYTOSENSING"	1
"PHYTOTOXICITY"	1
"PI-CONJUGATED MATERIALS"	1
"PI-EXPANSION"	1
"PICOSECOND"	1
"PICOSECOND LASER"	1
"PICRIC ACID (PA)"	20
"PIECEWISE REGRESSION"	1
"PIEZOELECTRIC CRYSTAL RESONATOR"	1
"PILE-UP REJECTION"	1
"PILE FOUNDATION"	1
"PILLAR[N]ARENE"	1
"PIMEPHALES PROMELAS"	2
"PIN PHOTODIODE"	1
"PIPE BOMB"	6
"PIPE BOMBS"	2
"PIPERIDINE AND DIAZOCINE COMPOUNDS"	1
"PIXELATED DETECTOR"	1
"PLANAR GEOMETRY"	1
"PLANAR SOLID-PHASE MICROEXTRACTION"	1
"PLANAR SOLID-PHASE MICROEXTRACTION (PSPME)"	1
"PLANARIZATION SIMULATION"	1
"PLANT-BASED DRUGS"	1
"PLANT ACCUMULATION"	1
"PLANT TOXICITY"	2
"PLANT UPTAKE"	1
"PLASMA"	2
"PLASMA CHEMISTRY"	1
"PLASMA CHROMATOGRAPHY"	1
"PLASMA FOCUS"	1
"PLASMA MODIFIED GRAPHENE"	1
"PLASMA OXIDATION"	1
"PLASMONICS"	2
"PLASTIC-BONDED EXPLOSIVE"	1
"PLASTIC-BONDED EXPLOSIVES"	1
"PLASTIC ANALYSIS"	1
"PLASTIC BONDED EXPLOSIVE"	2
"PLASTIC BONDED EXPLOSIVE (PBX)"	2
"PLASTIC BONDED EXPLOSIVES"	1
"PLASTIC EXPLOSIVE"	1
"PLASTIC EXPLOSIVES"	4
"PLASTIC OPTICAL FIBER"	3
"PLASTICIZER"	1
"PLASTICIZERS"	2
"PLATE DENT TEST"	1
"PLATINUM"	2
"PLATINUM BLACK"	1
"PLATINUM NANOPARTICLES"	1
"PLF"	1
"PLFA"	1
"PLG"	1
"PLGA"	1
"PLOT-CRYOADSORPTION"	1
"PLS-DA"	3
"PM-IRRAS"	1
"PMO"	1
"PNIMMO"	1
"POCIS"	1
